Name	Symbol
Autosomal dominant Charcot-Marie-Tooth disease type 2O	DYNC1H1
Autosomal recessive cerebellar ataxia-psychomotor delay syndrome	SYT14
Childhood-onset autosomal recessive slowly progressive spinocerebellar ataxia	TPP1
Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to WWOX deficiency	WWOX
Adult-onset autosomal recessive cerebellar ataxia	ANO10
DICER1 tumor-predisposition syndrome	DICER1
Pontocerebellar hypoplasia type 7	TOE1
Pontocerebellar hypoplasia type 7	MINPP1
"Glycerol kinase deficiency, juvenile form"	GK
Inherited Creutzfeldt-Jakob disease	PRNP
Cirrhosis-dystonia-polycythemia-hypermanganesemia syndrome	SLC30A10
Rhizomelic chondrodysplasia punctata type 3	AGPS
Rhizomelic chondrodysplasia punctata type 1	PEX7
Rhizomelic chondrodysplasia punctata type 2	GNPAT
High bone mass osteogenesis imperfecta	COL1A1
High bone mass osteogenesis imperfecta	COL1A2
High bone mass osteogenesis imperfecta	BMP1
Gastric adenocarcinoma and proximal polyposis of the stomach	APC
Developmental and speech delay due to SOX5 deficiency	SOX5
12p12.1 microdeletion syndrome	SOX5
FGFR2-related bent bone dysplasia	FGFR2
Infantile cerebellar-retinal degeneration	ACO2
Familial cutaneous telangiectasia and oropharyngeal cancer predisposition syndrome	ATR
Coats plus syndrome	CTC1
Coats plus syndrome	STN1
Retinal dystrophy-optic nerve edema-splenomegaly-anhidrosis-migraine headache syndrome	ALPK1
Adult-onset leukoencephalopathy with axonal spheroids and pigmented glia	AARS2
Adult-onset leukoencephalopathy with axonal spheroids and pigmented glia	CSF1R
Jawad syndrome	RBBP8
Early-onset spastic ataxia-myoclonic epilepsy-neuropathy syndrome	AFG3L2
Autosomal recessive spastic ataxia with leukoencephalopathy	MARS2
Chudley-McCullough syndrome	GPSM2
Young adult-onset distal hereditary motor neuropathy	DNAJB2
Young adult-onset distal hereditary motor neuropathy	VWA1
Facial dysmorphism-ocular anomalies-osteopenia-intellectual disability-dental anomalies syndrome	IRX5
Short stature-onychodysplasia-facial dysmorphism-hypotrichosis syndrome	POC1A
Autosomal dominant aplasia and myelodysplasia	SRP72
Autosomal dominant cerebellar ataxia-deafness-narcolepsy syndrome	DNMT1
Chronic infantile diarrhea due to guanylate cyclase 2C overactivity	GUCY2C
Intestinal obstruction in the newborn due to guanylate cyclase 2C deficiency	GUCY2C
Hereditary sensory and autonomic neuropathy type 6	DST
Leukoencephalopathy-thalamus and brainstem anomalies-high lactate syndrome	EARS2
Kufor-Rakeb syndrome	ATP13A2
"Primary dystonia, DYT21 type"	DYT21
Methylcobalamin deficiency type cblDv1	MMADHC
Sulfite oxidase deficiency due to molybdenum cofactor deficiency type A	MOCS1
Sulfite oxidase deficiency due to molybdenum cofactor deficiency type B	MOCS2
Sulfite oxidase deficiency due to molybdenum cofactor deficiency type C	GPHN
Autism-epilepsy syndrome due to branched chain ketoacid dehydrogenase kinase deficiency	BCKDK
Methylmalonic acidemia due to methylmalonyl-CoA epimerase deficiency	MCEE
"Glycogen storage disease due to glycogen branching enzyme deficiency, childhood neuromuscular form"	GBE1
"Glycogen storage disease due to glycogen branching enzyme deficiency, adult neuromuscular form"	GBE1
"Glycogen storage disease due to glycogen branching enzyme deficiency, congenital neuromuscular form"	GBE1
"Glycogen storage disease due to glycogen branching enzyme deficiency, childhood combined hepatic and myopathic form"	GBE1
Familial lipoprotein lipase deficiency	LPL
Familial apolipoprotein C-II deficiency	APOC2
Generalized galactose epimerase deficiency	GALE
Chordoma	PALB2
Chordoma	BRCA2
Chordoma	TBXT
Erythrocyte galactose epimerase deficiency	GALE
Microcephalic osteodysplastic primordial dwarfism type II	PCNT
"Vitamin B12-responsive methylmalonic acidemia, type cblDv2"	MMADHC
"Glycogen storage disease due to glycogen branching enzyme deficiency, fatal perinatal neuromuscular form"	GBE1
"Glycogen storage disease due to glycogen branching enzyme deficiency, non progressive hepatic form"	GBE1
"Glycogen storage disease due to glycogen branching enzyme deficiency, progressive hepatic form"	GBE1
"Glycogen storage disease due to acid maltase deficiency, infantile onset"	GAA
"Metachromatic leukodystrophy, adult form"	PSAP
"Metachromatic leukodystrophy, adult form"	ARSA
"Alpha-mannosidosis, infantile form"	MAN2B1
"Alpha-mannosidosis, adult form"	MAN2B1
"GM2 gangliosidosis, AB variant"	GM2A
Atypical Gaucher disease due to saposin C deficiency	PSAP
"Metachromatic leukodystrophy, late infantile form"	PSAP
"Metachromatic leukodystrophy, late infantile form"	ARSA
"Metachromatic leukodystrophy, juvenile form"	PSAP
"Metachromatic leukodystrophy, juvenile form"	ARSA
"Free sialic acid storage disease, infantile form"	SLC17A5
Intermediate severe Salla disease	SLC17A5
Salla disease	SLC17A5
Mucopolysaccharidosis type 4A	GALNS
Mucopolysaccharidosis type 4B	GLB1
"Tay-Sachs disease, juvenile form"	HEXA
"Tay-Sachs disease, infantile form"	HEXA
"Tay-Sachs disease, adult form"	HEXA
"Sandhoff disease, infantile form"	HEXB
"Sandhoff disease, adult form"	HEXB
"Sandhoff disease, juvenile form"	HEXB
Autosomal recessive infantile hypercalcemia	CYP24A1
Autosomal recessive infantile hypercalcemia	SLC34A1
Cortical dysgenesis with pontocerebellar hypoplasia due to TUBB3 mutation	TUBB3
Polymicrogyria due to TUBB2B mutation	TUBB2B
Oligodontia-cancer predisposition syndrome	AXIN2
Multiple congenital anomalies-hypotonia-seizures syndrome type 2	PIGA
Pseudohypoaldosteronism type 2D	KLHL3
Pseudohypoaldosteronism type 2E	CUL3
DDOST-CDG	DDOST
Primary cutaneous anaplastic large cell lymphoma	TYK2
Primary cutaneous anaplastic large cell lymphoma	NPM1
Hairy cell leukemia variant	IGHV4-34
ALK-positive anaplastic large cell lymphoma	ALK
Juvenile amyotrophic lateral sclerosis	ALS2
Juvenile amyotrophic lateral sclerosis	SPG11
Juvenile amyotrophic lateral sclerosis	SIGMAR1
Juvenile amyotrophic lateral sclerosis	FUS
Juvenile amyotrophic lateral sclerosis	SPTLC1
Familial dilated cardiomyopathy with conduction defect due to LMNA mutation	LMNA
FADD-related immunodeficiency	FADD
Frontonasal dysplasia-severe microphthalmia-severe facial clefting syndrome	ALX1
Porencephaly-microcephaly-bilateral congenital cataract syndrome	JAM3
Congenital hereditary facial paralysis-variable hearing loss syndrome	HOXB1
Autosomal recessive spastic paraplegia type 48	AP5Z1
Interstitial lung disease-nephrotic syndrome-epidermolysis bullosa syndrome	ITGA3
Familial hyperphosphatemic tumoral calcinosis/Hyperphosphatemic hyperostosis syndrome	FGF23
Familial hyperphosphatemic tumoral calcinosis/Hyperphosphatemic hyperostosis syndrome	GALNT3
Familial hyperphosphatemic tumoral calcinosis/Hyperphosphatemic hyperostosis syndrome	KL
Familial normophosphatemic tumoral calcinosis	SAMD9
X-linked complicated spastic paraplegia type 1	L1CAM
Hereditary sodium channelopathy-related small fibers neuropathy	SCN9A
Hereditary sodium channelopathy-related small fibers neuropathy	SCN10A
Hereditary sodium channelopathy-related small fibers neuropathy	SCN11A
Primary microcephaly-epilepsy-permanent neonatal diabetes syndrome	IER3IP1
Primary microcephaly-epilepsy-permanent neonatal diabetes syndrome	YIPF5
Synpolydactyly type 1	HOXD13
Zygodactyly type 3	HOXD13
"Congenital vertical talus, unilateral"	HOXD10
"Congenital vertical talus, bilateral"	HOXD10
Synpolydactyly type 2	FBLN1
"Macrodactyly of fingers, unilateral"	PIK3CA
"Macrodactyly of toes, unilateral"	PIK3CA
Kyphoscoliotic Ehlers-Danlos syndrome due to FKBP22 deficiency	FKBP14
Charcot-Marie-Tooth disease type 2P	LRSAM1
Persistent polyclonal B-cell lymphocytosis	CARD11
Congenital cataract-hearing loss-severe developmental delay syndrome	SLC33A1
Severe congenital hypochromic anemia with ringed sideroblasts	STEAP3
Connective tissue disorder due to lysyl hydroxylase-3 deficiency	PLOD3
Transient infantile hypertriglyceridemia and hepatosteatosis	GPD1
Transient infantile hypertriglyceridemia and hepatosteatosis	CREB3L3
Progeroid and marfanoid aspect-lipodystrophy syndrome	FBN1
Autosomal systemic lupus erythematosus	C1QA
Autosomal systemic lupus erythematosus	C4A
Autosomal systemic lupus erythematosus	DNASE1L3
Autosomal systemic lupus erythematosus	PRKCD
Autosomal systemic lupus erythematosus	C1R
Autosomal systemic lupus erythematosus	DNASE1
PLCG2-associated antibody deficiency and immune dysregulation	PLCG2
Nephrotic syndrome-epidermolysis bullosa-sensorineural deafness syndrome	CD151
Fever-associated acute infantile liver failure syndrome	NBAS
Fever-associated acute infantile liver failure syndrome	RINT1
Basel-Vanagaite-Smirin-Yosef syndrome	MED25
Familial cavitary optic disc anomaly	MMP19
Familial gastric type 1 neuroendocrine tumor	ATP4A
Symptomatic form of HFE-related hemochromatosis	HFE
Symptomatic form of HFE-related hemochromatosis	BMP6
Spastic paraplegia-severe developmental delay-epilepsy syndrome	HACE1
Short stature-brachydactyly-obesity-global developmental delay syndrome	PRMT7
Intellectual disability syndrome due to a DYRK1A point mutation	DYRK1A
NEK9-related lethal skeletal dysplasia	NEK9
BENTA disease	CARD11
COG6-CGD	COG6
"Primary dystonia, DYT27 type"	COL6A3
Neonatal alloimmune neutropenia	FCGR3B
X-linked myotubular myopathy-abnormal genitalia syndrome	MAMLD1
X-linked myotubular myopathy-abnormal genitalia syndrome	MTM1
Hereditary neuroendocrine tumor of small intestine	IPMK
Infantile multisystem neurologic-endocrine-pancreatic disease	PTRH2
Hereditary sensory neuropathy-deafness-dementia syndrome	DNMT1
NTHL1-related attenuated familial adenomatous polyposis	NTHL1
Pleomorphic salivary gland adenoma	PLAG1
Pleomorphic salivary gland adenoma	HMGA2
Kuru	PRNP
Polyendocrine-polyneuropathy syndrome	DMXL2
Autosomal recessive cerebellar ataxia due to CWF19L1 deficiency	CWF19L1
Familial congenital nasolacrimal duct obstruction	IGSF3
Neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-skeletal anomalies syndrome due to a point mutation	HNRNPK
Congenital insensitivity to pain with severe intellectual disability	CLTCL1
Symptomatic form of fragile X syndrome in female carriers	FMR1
Isolated focal non-epidermolytic palmoplantar keratoderma	TRPV3
Isolated focal non-epidermolytic palmoplantar keratoderma	KRT16
Progressive autosomal recessive ataxia-deafness syndrome	SLC9A1
Regressive spondylometaphyseal dysplasia	LBR
CAD-CDG	CAD
Spastic tetraplegia-thin corpus callosum-progressive postnatal microcephaly syndrome	SLC1A4
Autosomal recessive brachyolmia	PAPSS2
Progressive scapulohumeroperoneal distal myopathy	ACTA1
Klippel-Feil anomaly-myopathy-facial dysmorphism syndrome	MYO18B
19p13.3 microduplication syndrome	NFIX
Combined oxidative phosphorylation defect type 25	MARS2
Autosomal dominant Charcot-Marie-Tooth disease type 2V	NAGLU
Pigmentation defects-palmoplantar keratoderma-skin carcinoma syndrome	SASH1
Ataxia-oculomotor apraxia type 4	PNKP
"Spondyloepiphyseal dysplasia, Stanescu type"	COL2A1
Craniofacial dysplasia-short stature-ectodermal anomalies-intellectual disability syndrome	DPH1
Craniofacial dysplasia-short stature-ectodermal anomalies-intellectual disability syndrome	DPH2
Autosomal recessive spastic paraplegia type 75	MAG
X-linked intellectual disability-cerebellar hypoplasia-spondylo-epiphyseal dysplasia syndrome	RPL10
Spinocerebellar ataxia type 41	TRPC3
Spinocerebellar ataxia type 42	CACNA1G
Macrocephaly-intellectual disability-neurodevelopmental disorder-small thorax syndrome	MTOR
Progressive myoclonic epilepsy type 9	LMNB2
Intellectual disability-macrocephaly-hypotonia-behavioral abnormalities syndrome	PPP2R5D
X-linked intellectual disability-hypotonia-movement disorder syndrome	DDX3X
X-linked intellectual disability-short stature-overweight syndrome	THOC2
Clear cell sarcoma of kidney	BCOR
Clear cell sarcoma of kidney	YWHAE
Clear cell sarcoma of kidney	NUTM2B
Clear cell sarcoma of kidney	NUTM2E
Clear cell sarcoma of kidney	TERT
Clear cell sarcoma of kidney	IRX2
Progressive spondyloepimetaphyseal dysplasia-short stature-short fourth metatarsals-intellectual disability syndrome	RSPRY1
Multiple mitochondrial dysfunctions syndrome type 4	ISCA2
ITPA-related lethal infantile neurological disorder with cataract and cardiac involvement	ITPA
Complex lethal osteochondrodysplasia	TAPT1
Megalencephaly-severe kyphoscoliosis-overgrowth syndrome	HERC1
Microcephaly-corpus callosum hypoplasia-intellectual disability-facial dysmorphism syndrome	PPP2R1A
Microcephaly-intellectual disability-sensorineural hearing loss-epilepsy-abnormal muscle tone syndrome	AFG2A
Neonatal encephalomyopathy-cardiomyopathy-respiratory distress syndrome	COQ4
Predisposition to invasive fungal disease due to CARD9 deficiency	CARD9
Syndromic sensorineural deafness due to combined oxidative phosphorylation defect	MRPS7
Progressive essential tremor-speech impairment-facial dysmorphism-intellectual disability-abnormal behavior syndrome	SLC6A17
Autosomal dominant intellectual disability-craniofacial anomalies-cardiac defects syndrome	KAT6A
Polyglucosan body myopathy type 2	GYG1
Autosomal dominant mitochondrial myopathy with exercise intolerance	CHCHD10
Erythrokeratodermia variabilis	GJA1
Erythrokeratodermia variabilis	GJB4
Erythrokeratodermia variabilis	GJB3
Erythrokeratodermia variabilis	KDSR
Short stature due to growth hormone qualitative anomaly	GH1
Short stature due to isolated growth hormone deficiency with X-linked hypogammaglobulinemia	BTK
Short stature due to isolated growth hormone deficiency with X-linked hypogammaglobulinemia	ELF4
Autosomal recessive hypohidrotic ectodermal dysplasia	EDAR
Autosomal recessive hypohidrotic ectodermal dysplasia	EDARADD
Autosomal recessive hypohidrotic ectodermal dysplasia	WNT10A
Autosomal recessive hypohidrotic ectodermal dysplasia	CSTB
Autosomal dominant hypohidrotic ectodermal dysplasia	EDAR
Autosomal dominant hypohidrotic ectodermal dysplasia	EDARADD
Autosomal dominant hypohidrotic ectodermal dysplasia	TRAF6
Autosomal dominant hypohidrotic ectodermal dysplasia	KDF1
Vogt-Koyanagi-Harada disease	FAS
Vogt-Koyanagi-Harada disease	PTPN22
Idiopathic pulmonary fibrosis	SFTPA1
Idiopathic pulmonary fibrosis	DSP
Idiopathic pulmonary fibrosis	TERT
Idiopathic pulmonary fibrosis	TERC
Idiopathic pulmonary fibrosis	MUC5B
Idiopathic pulmonary fibrosis	SFTPA2
Idiopathic pulmonary fibrosis	RTEL1
Idiopathic pulmonary fibrosis	FAM13A
Idiopathic pulmonary fibrosis	STN1
Idiopathic pulmonary fibrosis	ATP11A
Idiopathic pulmonary fibrosis	DPP9
Idiopathic pulmonary fibrosis	PARN
Idiopathic pulmonary fibrosis	SFTPC
Idiopathic pulmonary fibrosis	ABCA3
Occipital horn syndrome	ATP7A
Familial exudative vitreoretinopathy	CTNNB1
Familial exudative vitreoretinopathy	FZD4
Familial exudative vitreoretinopathy	LRP5
Familial exudative vitreoretinopathy	NDP
Familial exudative vitreoretinopathy	TSPAN12
Familial exudative vitreoretinopathy	ZNF408
Severe intellectual disability-corpus callosum agenesis-facial dysmorphism-cerebellar ataxia syndrome	FRMD4A
Exercise-induced malignant hyperthermia	RYR1
SMARCA4-deficient sarcoma of thorax	SMARCA4
Facial dysmorphism-developmental delay-behavioral abnormalities syndrome due to WAC point mutation	WAC
Seizures-scoliosis-macrocephaly syndrome	EXT2
VPS11-related autosomal recessive hypomyelinating leukodystrophy	VPS11
Childhood-onset progressive contractures-limb-girdle weakness-muscle dystrophy syndrome	TTN
Autosomal dominant thrombocytopenia with platelet secretion defect	SLFN14
Acute infantile liver failure-cerebellar ataxia-peripheral sensory motor neuropathy syndrome	SCYL1
Macrocephaly-intellectual disability-left ventricular non compaction syndrome	NONO
Neonatal severe cardiopulmonary failure due to mitochondrial methylation defect	SLC25A26
Autosomal recessive Charcot-Marie-Tooth disease type 2X	SPG11
Autosomal dominant Charcot-Marie-Tooth disease type 2Z	MORC2
Familial patent arterial duct	TFAP2B
Familial patent arterial duct	PRDM6
Autosomal recessive spastic paraplegia type 77	FARS2
Martinique crinkled retinal pigment epitheliopathy	MAPKAPK3
TMEM199-CDG	TMEM199
Fetal encasement syndrome	CHUK
Class I glucose-6-phosphate dehydrogenase deficiency	G6PD
Intellectual disability-epilepsy-extrapyramidal syndrome	DEAF1
Microcephalic cortical malformations-short stature due to RTTN deficiency	RTTN
Tubulinopathy-associated dysgyria	TUBA1A
Tubulinopathy-associated dysgyria	TUBB2B
Tubulinopathy-associated dysgyria	TUBB3
Severe hypotonia-psychomotor developmental delay-strabismus-cardiac septal defect syndrome	CCDC174
Cryptogenic multifocal ulcerous stenosing enteritis	PLA2G4A
Chronic enteropathy associated with SLCO2A1 gene	SLCO2A1
Autosomal recessive spastic paraplegia type 74	IBA57
Isolated generalized anhidrosis with normal sweat glands	ITPR2
White-Sutton syndrome	POGZ
CCDC115-CDG	CCDC115
Colobomatous macrophthalmia-microcornea syndrome	CRIM1
Severe primary trimethylaminuria	FMO3
SLC39A8-CDG	SLC39A8
Rhizomelic chondrodysplasia punctata type 5	PEX5
Autosomal recessive spastic paraplegia type 62	ERLIN1
Autosomal recessive spastic paraplegia type 61	ARL6IP1
Autosomal recessive spastic paraplegia type 60	WDR48
Autosomal recessive spastic paraplegia type 59	USP8
Proximal myopathy with extrapyramidal signs	MICU1
Pancytopenia-developmental delay syndrome	ERCC6L2
Optic atrophy-intellectual disability syndrome	NR2F1
Autosomal recessive spastic paraplegia type 69	RAB3GAP2
Autosomal recessive spastic paraplegia type 70	MARS1
Autosomal recessive spastic paraplegia type 71	ZFR
Autosomal recessive spastic paraplegia type 63	AMPD2
Autosomal recessive spastic paraplegia type 64	ENTPD1
Autosomal recessive spastic paraplegia type 66	ARSI
Autosomal recessive spastic paraplegia type 67	PGAP1
Childhood-onset spasticity with hyperglycinemia	GLRX5
Multiple mitochondrial dysfunctions syndrome type 1	NFU1
Multiple mitochondrial dysfunctions syndrome type 2	BOLA3
Autosomal spastic paraplegia type 72	REEP2
Lipoic acid synthetase deficiency	LIAS
Lipoyl transferase 1 deficiency	LIPT1
Female infertility due to an implantation defect of genetic origin	ZFP36L2
Fibrolamellar hepatocellular carcinoma	DNAJB1
Fibrolamellar hepatocellular carcinoma	PRKACA
AXIN2-related attenuated familial adenomatous polyposis	AXIN2
Huntington disease-like syndrome due to C9ORF72 expansions	C9ORF72
Partial corpus callosum agenesis-cerebellar vermis hypoplasia with posterior fossa cysts syndrome	KPNA7
Hyperammonemic encephalopathy due to carbonic anhydrase VA deficiency	CA5A
Moyamoya disease with early-onset achalasia	GUCY1A1
1p31p32 microdeletion syndrome	NFIA
"Autosomal recessive spondylometaphyseal dysplasia, Mégarbané type"	PAM16
MEND syndrome	EBP
Autosomal dominant Charcot-Marie-Tooth disease type 2 with giant axons	DCAF8
Autosomal dominant focal non-epidermolytic palmoplantar keratoderma with plantar blistering	KRT6C
Karyomegalic interstitial nephritis	FAN1
Acute myeloid leukemia with t(9;11)(p22;q23)	KMT2A
Acute myeloid leukemia with t(9;11)(p22;q23)	MLLT3
Acute myeloid leukemia with inv(3)(q21q26.2) or t(3;3)(q21;q26.2)	MECOM
Acute myeloid leukemia with inv(3)(q21q26.2) or t(3;3)(q21;q26.2)	RPN1
Acute myeloid leukemia with t(6;9)(p23;q34)	NUP214
Acute myeloid leukemia with t(6;9)(p23;q34)	DEK
Megakaryoblastic acute myeloid leukemia with t(1;22)(p13;q13)	RBM15
Megakaryoblastic acute myeloid leukemia with t(1;22)(p13;q13)	MRTFA
Acute myeloid leukemia with NPM1 somatic mutations	NPM1
Progressive myoclonic epilepsy type 5	PRICKLE2
Progressive myoclonic epilepsy type 5	POLG
Infantile cerebral and cerebellar atrophy with postnatal progressive microcephaly	MED17
Autosomal recessive distal renal tubular acidosis	FOXI1
Autosomal recessive distal renal tubular acidosis	ATP6V0A4
Autosomal recessive distal renal tubular acidosis	ATP6V1B1
Autosomal recessive distal renal tubular acidosis	WDR72
Familial bicuspid aortic valve	NKX2-5
Familial bicuspid aortic valve	GATA5
Familial bicuspid aortic valve	NOTCH1
Familial bicuspid aortic valve	SMAD6
Scott syndrome	ANO6
Severe intellectual disability-progressive spastic diplegia syndrome	CTNNB1
Multisystemic smooth muscle dysfunction syndrome	ACTA2
Female infertility due to zona pellucida defect	ZP2
Female infertility due to zona pellucida defect	ZP3
Female infertility due to zona pellucida defect	ZP1
FBLN1-related developmental delay-central nervous system anomaly-syndactyly syndrome	FBLN1
Alacrimia-choreoathetosis-liver dysfunction syndrome	NGLY1
Tatton-Brown-Rahman syndrome	DNMT3A
ADNP syndrome	ADNP
Diffuse cerebral and cerebellar atrophy-intractable seizures-progressive microcephaly syndrome	QARS1
Intellectual disability-facial dysmorphism syndrome due to SETD5 haploinsufficiency	SETD5
Familial atypical multiple mole melanoma syndrome	CDKN2A
Adenosine deaminase 2 deficiency	ADA2
DITRA	IL36RN
Spinal muscular atrophy with respiratory distress type 2	LAS1L
Clear cell papillary renal cell carcinoma	HNF1A
Clear cell papillary renal cell carcinoma	TMEM127
Clear cell papillary renal cell carcinoma	MITF
Clear cell papillary renal cell carcinoma	PBRM1
Chondromyxoid fibroma	GRM1
Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to RUBCN deficiency	RUBCN
Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to TUD deficiency	TDP2
Global developmental delay-lung cysts-overgrowth-Wilms tumor syndrome	DICER1
Mild phosphoribosylpyrophosphate synthetase superactivity	PRPS1
Severe phosphoribosylpyrophosphate synthetase superactivity	PRPS1
Wolfram-like syndrome	WFS1
Hereditary late-onset Parkinson disease	SNCA
Hereditary late-onset Parkinson disease	GBA1
Hereditary late-onset Parkinson disease	LRRK2
Hereditary late-onset Parkinson disease	EIF4G1
Hereditary late-onset Parkinson disease	VPS35
Hereditary late-onset Parkinson disease	DNAJC13
Hereditary late-onset Parkinson disease	GIGYF2
Infantile nephropathic cystinosis	CTNS
Pontocerebellar hypoplasia type 10	CLP1
Angelman syndrome due to a point mutation	UBE3A
Angelman syndrome due to imprinting defect in 15q11-q13	SNRPN
Angelman syndrome due to imprinting defect in 15q11-q13	UBE3A
Angelman syndrome due to imprinting defect in 15q11-q13	ATP10A
Maternal riboflavin deficiency	SLC52A1
Familial isolated trichomegaly	FGF5
Early-onset epileptic encephalopathy-cortical blindness-intellectual disability-facial dysmorphism syndrome	DOCK7
Facial dysmorphism-lens dislocation-anterior segment abnormalities-spontaneous filtering blebs syndrome	ASPH
Ocular cystinosis	CTNS
Juvenile nephropathic cystinosis	CTNS
Multicentric osteolysis-nodulosis-arthropathy spectrum	MMP2
Multicentric osteolysis-nodulosis-arthropathy spectrum	MMP14
Hypotonia-speech impairment-severe cognitive delay syndrome	NALCN
Hypotonia-speech impairment-severe cognitive delay syndrome	UNC80
Short stature-optic atrophy-Pelger-Huët anomaly syndrome	NBAS
Frontorhiny	ALX3
Adult-onset myasthenia gravis	TNFRSF11A
Adult-onset myasthenia gravis	CTLA4
Adult-onset myasthenia gravis	HLA-DQA1
STAT1-related autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	TOM1
STAT1-related autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	STAT1
Feingold syndrome type 2	MIR17HG
Feingold syndrome type 1	MYCN
Homozygous familial hypercholesterolemia	ABCG5
Homozygous familial hypercholesterolemia	ABCG8
Homozygous familial hypercholesterolemia	APOB
Homozygous familial hypercholesterolemia	LDLRAP1
Homozygous familial hypercholesterolemia	PCSK9
Homozygous familial hypercholesterolemia	LDLR
Fatal post-viral neurodegenerative disorder	PRF1
Growth and developmental delay-hypotonia-vision impairment-lactic acidosis syndrome	SFXN4
SURF1-related Charcot-Marie-Tooth disease type 4	SURF1
Growth retardation-mild developmental delay-chronic hepatitis syndrome	SH2B3
FOXP1 Syndrome	FOXP1
Congenital microcephaly-severe encephalopathy-progressive cerebral atrophy syndrome	ASNS
Familial episodic pain syndrome with predominantly upper body involvement	TRPA1
Familial episodic pain syndrome with predominantly lower limb involvement	SCN11A
Hereditary sensory and autonomic neuropathy type 7	SCN11A
Primary microcephaly-mild intellectual disability-young-onset diabetes syndrome	PPP1R15B
Primary microcephaly-mild intellectual disability-young-onset diabetes syndrome	TRMT10A
Atypical juvenile parkinsonism	PODXL
Atypical juvenile parkinsonism	DNAJC6
Atypical juvenile parkinsonism	SYNJ1
"HSD10 disease, infantile type"	HSD17B10
"HSD10 disease, neonatal type"	HSD17B10
Severe intellectual disability-short stature-behavioral abnormalities-facial dysmorphism syndrome	TTI2
Infantile-onset mesial temporal lobe epilepsy with severe cognitive regression	TNK2
Susceptibility to viral and mycobacterial infections due to STAT1 deficiency	STAT1
East Texas bleeding disorder	F5
X-linked osteoporosis with fractures	PLS3
Intellectual disability-obesity-prognathism-eye and skin anomalies syndrome	TBC1D2B
Charcot-Marie-Tooth disease type 2R	TRIM2
Combined immunodeficiency due to MALT1 deficiency	MALT1
TCR-alpha-beta-positive T-cell deficiency	TRAC
Microcephaly-thin corpus callosum-intellectual disability syndrome	TAF2
Autosomal spastic paraplegia type 58	KIF1C
MAN1B1-CDG	MAN1B1
Polyglucosan body myopathy type 1	RBCK1
Severe intellectual disability-progressive postnatal microcephaly-midline stereotypic hand movements syndrome	IQSEC2
Sacral agenesis-abnormal ossification of the vertebral bodies-persistent notochordal canal syndrome	TBXT
Ferro-cerebro-cutaneous syndrome	PIGA
Severe combined immunodeficiency due to IKK2 deficiency	IKBKB
Periodic paralysis with transient compartment-like syndrome	CACNA1S
Retinal dystrophy with inner retinal dysfunction and ganglion cell anomalies	ITM2B
Peripheral neuropathy-myopathy-hoarseness-hearing loss syndrome	MYH14
Periodic paralysis with later-onset distal motor neuropathy	MT-ATP6
Periodic paralysis with later-onset distal motor neuropathy	MT-ATP8
COASY protein-associated neurodegeneration	COASY
Autosomal dominant Charcot-Marie-Tooth disease type 2U	MARS1
Intellectual disability-coarse face-macrocephaly-cerebellar hypotrophy syndrome	SNX14
Joubert syndrome with Jeune asphyxiating thoracic dystrophy	CSPP1
Joubert syndrome with Jeune asphyxiating thoracic dystrophy	KIAA0586
Hereditary isolated aplastic anemia	THPO
Hereditary isolated aplastic anemia	MPL
Hereditary isolated aplastic anemia	ACD
Short stature-auditory canal atresia-mandibular hypoplasia-skeletal anomalies syndrome	GSC
Familial hyperprolactinemia	PRLR
Obesity due to CEP19 deficiency	CEP19
Foveal hypoplasia-optic nerve decussation defect-anterior segment dysgenesis syndrome	SLC38A8
Activated PI3K-delta syndrome	PTEN
Activated PI3K-delta syndrome	PIK3R1
Activated PI3K-delta syndrome	PIK3CD
Severe neonatal lactic acidosis due to NFS1-ISD11 complex deficiency	LYRM4
Severe neonatal lactic acidosis due to NFS1-ISD11 complex deficiency	NFS1
Macrocephaly-developmental delay syndrome	KPTN
PrP systemic amyloidosis	PRNP
Silver-Russell syndrome due to a point mutation	IGF2
Silver-Russell syndrome due to a point mutation	CDKN1C
Silver-Russell syndrome due to a point mutation	HMGA2
Silver-Russell syndrome due to a point mutation	PLAG1
"Multiple acyl-CoA dehydrogenase deficiency, mild type"	SLC25A32
"Multiple acyl-CoA dehydrogenase deficiency, mild type"	FLAD1
"Multiple acyl-CoA dehydrogenase deficiency, mild type"	ETFA
"Multiple acyl-CoA dehydrogenase deficiency, mild type"	ETFB
"Multiple acyl-CoA dehydrogenase deficiency, mild type"	ETFDH
"Multiple acyl-CoA dehydrogenase deficiency, severe neonatal type"	ETFA
"Multiple acyl-CoA dehydrogenase deficiency, severe neonatal type"	ETFB
"Multiple acyl-CoA dehydrogenase deficiency, severe neonatal type"	ETFDH
"Multiple acyl-CoA dehydrogenase deficiency, severe neonatal type"	FLAD1
Male infertility with azoospermia or oligozoospermia due to single gene mutation	SPAG17
Male infertility with azoospermia or oligozoospermia due to single gene mutation	TEX14
Male infertility with azoospermia or oligozoospermia due to single gene mutation	TDRD9
